domain,rep,model,metric,n,observed,baseline_mean,baseline_std,baseline_ci_lo,baseline_ci_hi,improvement,p_value,significantly_better,n_shuffles
drugs,GPT-Schema,gpt5mini,QWK_CV,100,0.7745773324984346,-0.0020788979336254136,0.0984376936599541,-0.18973074514715083,0.1859737006887916,0.77665623043206,0.0,True,1000
drugs,GPT-Schema,claude_sonnet_4_6,F1_Oracle_b0,100,0.9166666666666666,0.35730555555555554,0.06299724650051694,0.25,0.4722222222222222,0.5593611111111111,0.0,True,1000
drugs,GPT-Schema,claude_sonnet_4_6,F1_Oracle_b1,100,0.8484848484848485,0.49468686868686873,0.04973921540581393,0.40404040404040403,0.5858585858585859,0.3537979797979798,0.0,True,1000
drugs,GPT-Schema,claude_sonnet_4_6,F1_CV_b0,100,0.9166666666666666,0.35730555555555554,0.06299724650051694,0.25,0.4722222222222222,0.5593611111111111,0.0,True,1000
drugs,GPT-Schema,claude_sonnet_4_6,F1_CV_b1,100,0.8316831683168316,0.5050099009900991,0.04901987744891859,0.4158415841584158,0.594059405940594,0.3266732673267325,0.0,True,1000
drugs,GPT-Schema,claude_sonnet_4_6,AP_b0,100,0.9736881361881362,0.37364463460637215,0.04545186729971442,0.2978150627402071,0.47203390569313336,0.600043501581764,0.0,True,1000
drugs,GPT-Schema,claude_sonnet_4_6,AP_b1,100,0.9230792486908532,0.5176649047297974,0.04474775039815359,0.4383794100303361,0.6089314151363592,0.4054143439610558,0.0,True,1000
drugs,GPT-Schema,claude_sonnet_4_6,QWK_Oracle,100,0.8523748395378691,-0.001604621309370924,0.10031946434148593,-0.20025673940949917,0.19768934531450588,0.85397946084724,0.0,True,1000
drugs,GPT-Schema,claude_sonnet_4_6,QWK_CV,100,0.7792765174739423,-0.0017657878602084897,0.09960398968218695,-0.18945432250153282,0.190680564071122,0.7810423053341509,0.0,True,1000
drugs,GPT-Schema,gemini_25_pro,F1_Oracle_b0,100,0.8860759493670886,0.38726582278481014,0.06037047126417462,0.27848101265822783,0.5063291139240507,0.4988101265822784,0.0,True,1000
drugs,GPT-Schema,gemini_25_pro,F1_Oracle_b1,100,0.851063829787234,0.4685531914893617,0.05234028527730546,0.3617021276595745,0.574468085106383,0.38251063829787235,0.0,True,1000
drugs,GPT-Schema,gemini_25_pro,F1_CV_b0,100,0.8571428571428571,0.3799480519480519,0.06206284295110157,0.2597402597402597,0.4935064935064935,0.47719480519480517,0.0,True,1000
drugs,GPT-Schema,gemini_25_pro,F1_CV_b1,100,0.8387096774193549,0.4630537634408601,0.0531713160374718,0.3655913978494624,0.5591397849462365,0.3756559139784948,0.0,True,1000
drugs,GPT-Schema,gemini_25_pro,AP_b0,100,0.9498637374474016,0.3689498760171687,0.0432697697535042,0.30142143791164117,0.4678694270195462,0.5809138614302329,0.0,True,1000
drugs,GPT-Schema,gemini_25_pro,AP_b1,100,0.8916907518493814,0.514156270409324,0.042274211236099174,0.44393100490504916,0.6061794174822168,0.3775344814400574,0.0,True,1000
drugs,GPT-Schema,gemini_25_pro,QWK_Oracle,100,0.8468137254901961,-0.0018137254901959721,0.10014382654343013,-0.19485294117647056,0.18504901960784326,0.848627450980392,0.0,True,1000
drugs,GPT-Schema,gemini_25_pro,QWK_CV,100,0.8291641244661379,-0.002037827943868372,0.09998542469254212,-0.19585112873703503,0.1824283099450884,0.8312019524100063,0.0,True,1000
drugs,GPT-Schema,qwen3_vl_235b_or,F1_Oracle_b0,100,0.8095238095238095,0.40645238095238095,0.05802835190858115,0.2857142857142857,0.5238095238095238,0.4030714285714286,0.0,True,1000
drugs,GPT-Schema,qwen3_vl_235b_or,F1_Oracle_b1,100,0.8484848484848485,0.4951515151515151,0.05049756772102469,0.40404040404040403,0.5858585858585859,0.3533333333333334,0.0,True,1000
drugs,GPT-Schema,qwen3_vl_235b_or,F1_CV_b0,100,0.7848101265822784,0.3879240506329114,0.06168393580420382,0.25316455696202533,0.5063291139240507,0.39688607594936703,0.0,True,1000
drugs,GPT-Schema,qwen3_vl_235b_or,F1_CV_b1,100,0.8316831683168316,0.5047128712871289,0.04928286839822863,0.4153465346534654,0.594059405940594,0.3269702970297027,0.0,True,1000
drugs,GPT-Schema,qwen3_vl_235b_or,AP_b0,100,0.8888210867473539,0.37377330998172076,0.04521318663058583,0.297292290023825,0.47294244494751897,0.5150477767656332,0.0,True,1000
drugs,GPT-Schema,qwen3_vl_235b_or,AP_b1,100,0.898722646517663,0.5183312527605572,0.043794518473163985,0.44011494636524956,0.6087082579153495,0.38039139375710573,0.0,True,1000
drugs,GPT-Schema,qwen3_vl_235b_or,QWK_Oracle,100,0.782608695652174,-0.001142857142857143,0.10056210912086436,-0.1987577639751552,0.19875776397515532,0.7837515527950311,0.0,True,1000
drugs,GPT-Schema,qwen3_vl_235b_or,QWK_CV,100,0.7473152242577384,-0.001579279848389249,0.09977508887237789,-0.20025268477574243,0.2040429564118761,0.7488945041061277,0.0,True,1000
drugs,GPT-Schema,gpt52,F1_Oracle_b0,100,0.875,0.31534375,0.06483922442056937,0.1875,0.4375,0.55965625,0.0,True,1000
drugs,GPT-Schema,gpt52,F1_Oracle_b1,100,0.8210526315789474,0.4733263157894736,0.05146361622207848,0.37894736842105264,0.5684210526315789,0.34772631578947377,0.0,True,1000
