verdict_1,verdict_2,domain,similarity_score
תפ_17137-11-21,תפ_40922-11-15,weapon,91.65462
תפ_22297-11-20,תפ_2724-08-19,weapon,92.86761
תפ_29529-07-20,תפ_30575-03-20,weapon,94.83617
תפ_24822-01-21,תפ_42291-02-16,weapon,93.67697
תפ_12028-05-22,תפ_62452-10-20,weapon,94.20966
תפ_21594-06-16,תפ_45228-07-16,weapon,93.91637
תפ_39214-12-15,תפ_46786-01-23,drugs,95.65743
תפ_12035-06-20,תפ_60429-12-21,weapon,93.63718
תפ_22417-12-21,תפ_56900-11-18,weapon,95.01897
תפ_27050-03-20,תפ_58916-11-22,weapon,90.716896
תפ_21459-01-16,תפ_61452-02-16,weapon,94.3944
תפ_39034-01-18,תפ_52145-01-20,drugs,89.57265
תפ_12143-06-20,תפ_40063-03-18,drugs,92.55035
תפ_18833-05-13,תפ_4102-11-20,weapon,92.73413
תפ_28615-08-17,תפ_45561-07-21,weapon,94.7789
תפ_19019-10-16,תפ_42991-05-16,weapon,89.22592
תפ_12028-05-22,תפ_42324-09-20,weapon,92.12162
תפ_40922-11-15,תפ_61452-02-16,weapon,93.17478
תפ_16753-02-22,תפ_61452-12-22,weapon,93.689766
תפ_35843-03-22,תפ_51209-04-23,weapon,92.27874
תפ_23782-02-20,תפ_68096-11-21,weapon,95.03112
תפ_39950-12-15,תפ_39990-12-18,weapon,92.24758
תפ_24044-06-22,תפ_59004-08-23,weapon,94.31683
תפ_20477-02-20,תפ_52077-12-20,weapon,95.31118
תפ_27277-01-15,תפ_60581-11-15,weapon,94.31114
תפ_3068-11-15,תפ_57498-03-19,weapon,91.841125
תפ_2275-06-17,תפ_27103-01-18,drugs,92.445786
תפ_12615-11-21,תפ_59488-11-21,weapon,93.28337
תפ_12130-05-22,תפ_3766-09-21,drugs,92.95103
תפ_37175-07-20,תפ_6904-12-14,weapon,92.4625
תפ_17860-01-19,תפ_18397-02-16,weapon,95.28302
תפ_51306-12-18,תפ_62279-07-22,weapon,91.99338
תפ_4632-02-22,תפ_57425-01-22,drugs,94.61049
תפ_52322-10-23,תפ_52964-03-22,weapon,93.433426
תפ_36823-02-21,תפ_46967-02-21,drugs,95.184494
תפ_23992-11-21,תפ_42581-06-21,weapon,90.55564
תפ_35473-12-21,תפ_61841-07-22,weapon,93.22298
תפ_1294-04-22,תפ_36698-12-18,weapon,93.06217
תפ_1219-06-23,תפ_19821-02-17,weapon,93.77604
תפ_30617-02-22,תפ_45456-12-21,weapon,93.37261
תפ_45597-11-14,תפ_50487-06-22,weapon,93.10099
תפ_3295-04-18,תפ_58511-01-20,weapon,94.6744
תפ_20477-02-20,תפ_51971-12-21,weapon,91.06963
תפ_33726-11-21,תפ_38624-05-24,weapon,92.90123
תפ_13632-08-17,תפ_56900-11-18,weapon,92.936676
תפ_49734-12-22,תפ_8254-02-20,weapon,90.49521
תפ_17941-11-18,תפ_22526-02-21,weapon,96.22954
תפ_12143-06-20,תפ_44129-09-19,drugs,96.0991
תפ_11843-03-20,תפ_36369-08-17,weapon,94.5421
תפ_19821-02-17,תפ_28100-07-20,weapon,91.762505
תפ_14044-03-20,תפ_3068-11-15,weapon,93.98571
תפ_11953-01-13,תפ_28486-11-15,weapon,95.40817
תפ_10812-12-21,תפ_30039-04-20,drugs,96.91989
תפ_25624-03-22,תפ_69941-03-23,weapon,94.06547
תפ_21813-09-16,תפ_66542-05-20,weapon,94.59447
תפ_13519-11-23,תפ_51933-05-12,drugs,96.57068
תפ_15209-10-23,תפ_6968-01-24,weapon,93.8895
תפ_1139-06-23,תפ_17573-10-22,weapon,94.79837
תפ_2144-04-21,תפ_26552-06-23,weapon,94.89836
תפ_3772-01-16,תפ_4102-11-20,weapon,94.43948
תפ_27103-01-18,תפ_59971-01-17,drugs,94.246124
תפ_13632-08-17,תפ_63155-05-23,weapon,93.56719
תפ_26210-11-21,תפ_31842-04-21,weapon,88.66491
תפ_16996-08-12,תפ_32882-09-21,weapon,91.7637
תפ_12376-04-20,תפ_16161-04-21,weapon,92.47263
תפ_31249-06-14,תפ_39345-03-20,weapon,92.67231
תפ_14810-04-16,תפ_21296-11-14,weapon,94.9992
תפ_10393-03-21,תפ_60380-03-22,drugs,94.38881
תפ_43525-01-21,תפ_44501-11-16,drugs,94.47883
תפ_13177-04-21,תפ_16161-04-21,weapon,96.53748
תפ_40390-08-15,תפ_47276-02-22,weapon,94.49869
תפ_25624-03-22,תפ_40256-11-14,weapon,94.78666
תפ_28736-03-20,תפ_30310-09-23,drugs,92.45042
תפ_38883-05-22,תפ_61118-07-23,weapon,93.8578
תפ_4248-06-16,תפ_61841-07-22,weapon,95.007614
תפ_23659-04-22,תפ_28234-05-21,drugs,92.81125
תפ_41762-12-20,תפ_54719-09-20,weapon,94.29496
תפ_38303-12-13,תפח_39094-05-12,weapon,89.2826
תפ_48176-01-22,תפ_57498-03-19,weapon,92.39366
תפ_13373-10-23,תפ_36801-10-22,drugs,92.98603
תפ_16779-09-22,תפ_57498-03-19,weapon,93.20122
תפ_1363-04-22,תפ_59004-08-23,weapon,94.461205
תפ_1139-06-23,תפ_54664-10-22,weapon,94.832985
תפ_16753-02-22,תפ_56328-06-22,weapon,94.0512
תפ_40634-03-20,תפ_808-06-16,weapon,93.79198
תפ_26069-10-19,תפ_39941-11-19,weapon,93.20615
תפ_46930-03-22,תפ_61106-05-20,weapon,94.69879
תפ_23872-02-19,תפ_64689-11-15,weapon,92.86287
תפ_37386-11-13,תפ_44840-06-16,weapon,91.5846
תפ_6852-03-21,תפ_70166-03-23,weapon,91.63385
תפ_10650-11-21,תפ_4531-05-21,weapon,93.06466
תפ_14802-02-23,תפ_46939-09-23,weapon,94.46031
תפ_50330-07-18,תפ_66310-07-17,weapon,93.28196
תפ_40063-03-18,תפ_47757-02-18,drugs,93.623116
תפ_18557-10-21,תפ_54083-05-20,weapon,94.52375
תפ_13177-04-21,תפ_27929-03-19,weapon,94.97647
תפ_25639-03-21,תפ_37047-07-20,weapon,95.3902
תפ_18327-09-22,תפ_70111-03-23,weapon,91.68774
תפ_43525-01-21,תפ_45433-09-17,drugs,91.99359
תפ_17474-08-14,תפ_31842-04-21,weapon,89.71858
תפ_27986-11-22,תפ_29620-01-23,weapon,93.88618
תפ_30678-02-22,תפ_39034-01-18,drugs,94.330574
תפ_17766-12-20,תפ_43643-10-15,weapon,95.8528
תפ_24748-11-21,תפ_45025-05-22,weapon,92.503426
תפ_14044-03-20,תפ_33552-09-16,weapon,96.21697
תפ_46379-02-21,תפ_9179-04-16,weapon,93.10276
תפ_33420-12-20,תפ_3772-01-16,weapon,94.61432
תפ_11739-03-21,תפ_31746-10-22,drugs,92.50962
תפ_43525-01-21,תפ_46896-11-15,drugs,92.08241
תפ_18397-02-16,תפ_9264-02-21,weapon,93.43113
תפ_34526-06-18,תפ_42223-07-16,weapon,93.48377
תפ_23322-02-16,תפ_58372-12-14,drugs,93.596085
תפ_42116-04-17,תפ_50059-04-15,drugs,92.87238
תפ_12154-12-14,תפ_34694-09-21,weapon,93.0117
תפ_29620-01-23,תפ_67356-12-21,weapon,94.49919
תפ_12158-04-23,תפח_46412-12-15,weapon,90.25981
תפ_24748-11-21,תפ_45561-07-21,weapon,90.19601
תפ_28615-08-17,תפ_44157-08-16,weapon,93.548195
תפ_19835-04-13,תפ_28246-06-21,weapon,91.12894
תפ_6695-10-23,תפ_7813-06-22,weapon,91.560745
תפ_37386-11-13,תפ_57498-03-19,weapon,90.10403
תפ_52789-09-22,תפח_17033-01-22,weapon,91.85555
תפ_41967-08-17,תפ_66310-07-17,weapon,93.677475
תפ_13373-10-23,תפ_60454-06-16,drugs,94.551674
תפ_1127-05-20,תפ_13113-07-22,drugs,91.75628
תפ_10896-06-20,תפ_60581-11-15,weapon,93.86186
תפ_13995-12-22,תפ_52848-09-22,weapon,92.0198
תפ_18510-10-14,תפ_7626-04-20,weapon,87.39124
תפ_189-01-16,תפ_52390-06-19,weapon,95.26865
תפ_24548-06-13,תפ_36091-07-15,weapon,92.48503
תפ_2211-11-19,תפ_33916-02-22,drugs,96.91342
תפ_39808-05-23,תפ_57474-07-15,weapon,91.81832
תפ_26478-04-22,תפ_28844-03-22,weapon,92.25653
תפ_25835-05-18,תפ_57912-07-14,drugs,93.886055
תפ_42613-02-23,תפ_64119-05-21,weapon,94.19525
תפ_4353-02-23,תפ_7942-05-18,weapon,93.3368
תפ_12143-06-20,תפ_21503-07-23,drugs,93.92003
תפ_31216-01-22,תפ_46930-03-22,weapon,91.44625
תפ_23513-03-14,תפח_34198-06-18,weapon,89.59405
תפ_17573-10-22,תפ_35431-03-21,weapon,95.2778
תפ_31862-05-13,תפ_4133-01-20,weapon,94.08833
תפ_17856-06-17,תפ_32659-05-18,weapon,96.010635
תפ_31218-10-14,תפ_51523-10-17,weapon,92.89779
תפ_3256-16,תפ_46967-02-21,drugs,90.11257
תפ_19827-06-15,תפ_6749-09-22,drugs,92.07586
תפ_40331-03-18,תפ_56059-07-17,drugs,95.084145
תפ_31425-08-20,תפ_5911-11-16,drugs,94.12825
תפ_36431-04-15,תפ_37850-05-17,drugs,95.9541
תפ_12406-11-15,תפ_39998-08-15,weapon,91.348305
תפ_27685-11-15,תפ_6832-11-23,weapon,94.42735
תפ_26210-11-21,תפ_40390-08-15,weapon,93.723724
תפ_1178-06-21,תפח_53698-03-17,weapon,91.52552
תפ_23774-03-17,תפ_8900-11-22,drugs,91.503784
תפ_35431-03-21,תפ_68389-07-20,weapon,93.60176
תפ_23872-02-19,תפ_40313-09-15,weapon,93.39216
תפ_14684-07-24,תפ_37104-06-22,weapon,92.319275
תפ_28246-06-21,תפ_6431-05-13,weapon,89.22882
תפ_3013-04-18,תפ_37104-06-22,weapon,93.097755
תפ_56566-08-20,תפ_6970-05-22,drugs,88.16064
תפ_21162-10-19,תפ_55287-10-23,drugs,92.472115
תפ_13153-08-15,תפ_35227-05-17,weapon,92.89399
תפ_1118-10-18,תפ_63328-04-21,weapon,93.30446
תפ_6695-10-23,תפ_8188-06-23,weapon,94.36512
תפ_41052-11-19,תפ_51306-12-18,weapon,93.869225
תפ_51306-12-18,תפ_7498-11-14,weapon,92.770706
תפ_20154-07-20,תפ_50716-11-19,weapon,95.63164
תפ_3256-16,תפ_41189-09-15,drugs,89.79871
עפ_6029-03,תפ_23443-04-21,drugs,91.008965
תפ_46039-04-17,תפ_50774-11-15,drugs,96.61885
תפ_43471-12-22,תפ_50148-01-14,weapon,90.42063
תפ_30310-09-23,תפ_45055-01-22,drugs,96.01451
תפ_51810-03-15,תפ_60842-12-14,drugs,87.48527
תפ_40082-02-22,תפ_59004-08-23,weapon,96.21525
תפ_32882-09-21,תפ_6904-12-14,weapon,92.1385
תפ_14373-03-22,תפח_46412-12-15,weapon,91.969864
תפ_33420-12-20,תפ_7813-06-22,weapon,94.05681
תפ_57996-05-20,תפח_34398-05-11,weapon,89.42529
תפ_37104-06-22,תפ_53496-03-18,weapon,93.39728
תפ_1631-01-22,תפ_44840-06-16,weapon,94.88438
תפ_33666-05-15,תפ_53373-04-13,drugs,88.265175
תפ_17856-11-21,תפ_61452-02-16,weapon,93.38876
תפ_14553-12-23,תפ_5391-02-20,drugs,92.11986
תפ_61158-05-20,תפ_6904-12-14,weapon,94.98824
תפ_28157-02-23,תפ_39424-11-22,drugs,94.15592
תפ_12035-06-20,תפ_45228-07-16,weapon,93.92317
תפ_43643-10-15,תפ_57498-03-19,weapon,92.73768
תפ_30340-08-20,תפ_57272-12-20,weapon,92.92073
תפ_11843-03-20,תפ_17137-11-21,weapon,93.48312
תפ_40922-11-15,תפ_52789-09-22,weapon,94.75239
תפ_4102-11-20,תפ_4795-12-17,weapon,88.87698
תפ_31862-05-13,תפ_40932-03-18,weapon,92.950584
תפ_20477-02-20,תפ_38687-04-20,weapon,92.57567
תפ_31811-03-21,תפ_60581-11-15,weapon,92.89742
תפ_31216-01-22,תפ_50556-08-17,weapon,92.57798
תפ_10171-06-22,תפ_64303-01-22,weapon,92.856964
תפ_16753-02-22,תפ_46916-07-22,weapon,95.34285
תפ_10096-07-19,תפ_54432-02-17,weapon,94.2667
תפ_13704-12-23,תפ_66982-09-16,drugs,95.52524
תפ_13142-02-15,תפ_1847-05-14,weapon,92.164505
תפ_69158-11-16,תפ_7074-11-23,weapon,93.5006
תפ_42613-02-23,תפ_52126-11-23,weapon,95.147
תפ_22417-12-21,תפ_28615-08-17,weapon,95.01594
תפ_22417-12-21,תפ_52848-09-22,weapon,91.56431
תפ_41599-03-22,תפ_9632-08-23,weapon,95.2249
תפ_25639-03-21,תפ_9355-10-19,weapon,94.0832
תפ_23872-02-19,תפ_32227-11-20,weapon,94.65418
תפ_11104-07-19,תפ_4411-07-19,weapon,93.42571
תפ_12028-05-22,תפח_53698-03-17,weapon,92.63798
עפ_6029-03,תפ_41597-11-23,drugs,84.63023
תפ_58603-06-21,תפ_7430-02-18,drugs,93.15393
תפ_28100-07-20,תפ_43643-10-15,weapon,94.230865
תפ_2330-02-20,תפ_42006-10-16,drugs,93.10638
תפ_42116-04-17,תפ_5649-09-21,drugs,95.398796
תפ_18957-11-20,תפ_63100-02-24,weapon,95.805275
תפ_42697-05-18,תפ_45432-11-15,weapon,92.58091
תפ_17701-07-21,תפ_39345-03-20,weapon,91.09553
תפ_17766-12-20,תפ_28148-07-20,weapon,93.29537
תפ_29216-07-16,תפ_43084-09-20,drugs,91.57122
תפ_35389-01-21,תפ_52569-05-16,drugs,95.01747
תפ_12743-08-22,תפ_33420-12-20,weapon,90.82265
תפ_25546-11-23,תפ_3537-01-23,weapon,94.538895
תפ_21813-09-16,תפ_2724-08-19,weapon,93.05113
תפ_44620-01-22,תפ_66319-05-20,weapon,94.08688
תפ_18689-01-17,תפ_45971-11-13,weapon,92.95643
תפ_16161-04-21,תפ_998-08-14,weapon,93.788
תפ_3197-06-22,תפ_9384-04-20,weapon,96.355934
תפ_25835-05-18,תפ_3256-16,drugs,88.850395
תפ_39941-11-19,תפ_67356-12-21,weapon,95.16096
תפ_16779-09-22,תפ_24350-06-23,weapon,91.391266
תפ_43597-08-21,תפח_2690-09-19,weapon,90.594955
תפ_39183-11-13,תפ_59967-01-13,weapon,92.21491
תפ_17707-04-14,תפ_45456-12-21,weapon,91.74807
תפ_48978-07-21,תפח_30145-08-13,weapon,92.7234
תפ_10896-06-20,תפ_28615-08-17,weapon,95.76369
תפ_30433-06-22,תפ_54719-09-20,weapon,94.76535
תפ_1641-04-19,תפ_52000-02-15,weapon,88.89626
תפ_3256-16,תפ_46173-08-15,drugs,88.58727
תפ_18689-01-17,תפ_57474-07-15,weapon,92.14334
תפ_51797-01-21,תפ_8444-04-23,drugs,84.01477
תפ_1647-05-15,תפ_66150-06-22,weapon,96.403725
תפ_37104-06-22,תפ_59004-08-23,weapon,94.028465
תפ_11969-01-18,תפ_32704-10-14,drugs,93.543274
תפ_39214-12-15,תפ_49244-01-22,drugs,95.801506
תפ_34027-04-18,תפ_39345-03-20,weapon,91.910126
תפ_37104-06-22,תפ_4133-01-20,weapon,93.82975
תפ_13153-08-15,תפ_54432-02-17,weapon,93.74952
תפ_16541-01-21,תפ_20477-02-20,weapon,92.50784
תפ_32227-11-20,תפ_36091-07-15,weapon,93.57508
תפ_20451-09-20,תפ_34526-06-18,weapon,92.3729
תפ_44725-12-14,תפ_45456-12-21,weapon,91.252716
תפ_18833-05-13,תפ_51971-12-21,weapon,92.300285
תפ_40082-02-22,תפ_61452-02-16,weapon,93.41499
תפ_1847-05-14,תפ_3686-01-16,weapon,91.86373
תפ_28100-07-20,תפ_39808-05-23,weapon,91.81811
תפ_18912-06-23,תפ_34027-04-18,weapon,91.93867
תפ_30340-08-20,תפ_35227-05-17,weapon,89.226814
תפ_19821-02-17,תפ_35431-03-21,weapon,90.752914
תפ_2144-04-21,תפ_25624-03-22,weapon,93.26929
תפ_15972-06-20,תפ_3526-04-21,drugs,95.17141
תפ_12411-02-21,תפ_46638-05-22,weapon,92.081696
תפ_3742-07-18,תפ_52091-02-20,weapon,93.19225
תפ_46939-09-23,תפ_51209-04-23,weapon,92.52082
תפ_33541-02-20,תפ_7696-05-20,drugs,84.920166
תפ_41242-02-17,תפח_15217-03-19,weapon,91.51374
תפ_5085-07-17,תפ_57914-10-13,weapon,91.608536
תפח_12074-08-16,תפח_4986-04-11,weapon,93.63014
תפ_19412-05-18,תפ_61392-09-16,drugs,94.7779
תפ_41952-02-22,תפח_31041-04-13,weapon,92.04876
תפ_16753-02-22,תפ_28991-04-22,weapon,94.871254
תפ_11734-06-22,תפ_30015-07-16,weapon,91.07489
תפ_50809-07-17,תפ_7074-11-23,weapon,93.58793
תפ_1139-06-23,תפ_6852-03-21,weapon,94.31116
תפ_32817-12-14,תפ_36831-09-13,drugs,92.03833
תפ_12615-11-21,תפ_16760-09-22,weapon,96.71916
תפ_39998-08-15,תפ_43844-05-15,weapon,95.433784
תפ_42197-05-22,תפ_6852-03-21,weapon,93.79107
תפ_23659-04-22,תפ_34787-05-20,drugs,96.895
תפ_55185-02-20,תפ_9211-05-21,weapon,95.69251
תפ_21284-10-19,תפ_45055-01-22,drugs,95.04735
תפ_19019-10-16,תפ_44157-08-16,weapon,89.61642
תפ_2275-06-17,תפ_59329-02-18,drugs,93.60948
תפ_32339-12-19,תפ_57267-09-20,weapon,94.43434
תפ_16541-01-21,תפ_17916-05-19,weapon,96.65057
תפ_32339-12-19,תפ_33420-12-20,weapon,92.301865
תפ_18210-05-23,תפ_28744-03-21,weapon,94.93014
תפ_10171-06-22,תפ_58774-07-22,weapon,92.57567
תפ_16541-01-21,תפ_18912-06-23,weapon,93.78576
תפ_18484-07-23,תפ_19610-08-21,weapon,91.955734
תפ_23749-12-19,תפ_34344-01-15,weapon,93.214264
תפ_32775-09-23,תפ_46930-03-22,weapon,92.77993
תפ_3256-16,תפ_32817-12-14,drugs,89.63374
תפ_42991-05-16,תפ_57914-10-13,weapon,92.21624
תפ_10875-12-21,תפ_9983-05-16,weapon,94.80118
תפ_2058-09-17,תפ_9785-12-15,weapon,90.222984
תפ_20513-06-20,תפ_31425-08-20,drugs,95.17317
תפ_32907-12-20,תפ_3295-04-18,weapon,95.655014
תפ_10205-08-21,תפ_28787-04-22,weapon,93.442375
תפ_4411-07-19,תפ_5013-12,weapon,90.782646
תפ_29529-07-20,תפ_41952-02-22,weapon,93.74029
תפ_31842-04-21,תפ_3384-12-23,weapon,90.419975
תפ_16996-08-12,תפ_32227-11-20,weapon,90.23305
תפ_3256-16,תפ_42653-08-23,drugs,86.10428
תפ_35397-07-21,תפ_41599-03-22,weapon,95.01603
תפ_40536-10-20,תפ_57539-11-15,weapon,90.848274
תפ_17860-01-19,תפ_36698-12-18,weapon,97.13393
תפ_1106-03-18,תפ_37047-07-20,weapon,92.26087
תפ_1631-01-22,תפ_33128-06-22,weapon,91.559494
תפ_31276-05-19,תפ_37551-01-16,drugs,95.49033
תפ_16779-09-22,תפ_68389-07-20,weapon,92.92876
תפ_45971-11-13,תפ_54202-01-23,weapon,92.880196
תפ_17573-10-22,תפ_46250-11-21,weapon,95.733154
תפ_26036-08-21,תפ_32775-09-23,weapon,91.09755
תפ_15747-08-22,תפ_30678-02-22,drugs,94.23252
תפ_40256-11-14,תפ_60820-07-14,weapon,90.220795
תפ_26792-04-16,תפ_52205-06-22,drugs,95.566635
תפ_3295-04-18,תפ_9785-12-15,weapon,94.50442
תפ_45561-04-17,תפח_34198-06-18,weapon,91.736755
תפ_43597-08-21,תפ_7774-03-23,weapon,92.55844
תפ_69980-11-20,תפ_950-09-17,weapon,91.41449
תפ_12154-12-14,תפ_61106-05-20,weapon,92.8091
תפ_58511-01-20,תפ_66893-12-21,weapon,94.87066
תפ_37551-01-16,תפ_39424-11-22,drugs,95.57469
תפ_19384-05-16,תפ_30575-03-20,weapon,92.97968
תפ_39214-12-15,תפ_47757-02-18,drugs,93.01555
תפ_17856-06-17,תפ_41762-12-20,weapon,95.73295
תפ_20770-11-22,תפ_64941-05-17,weapon,93.62297
תפ_27685-11-15,תפ_51306-12-18,weapon,88.785545
תפ_15709-10-19,תפ_42497-03-21,drugs,95.549065
תפ_1197-11-21,תפ_5496-11-20,drugs,94.9151
תפ_40082-02-22,תפ_50716-11-19,weapon,96.01839
תפ_23328-12-22,תפ_46250-11-21,weapon,95.35233
תפ_11739-03-21,תפ_13749-03-17,drugs,85.22145
תפ_38014-02-22,תפ_59329-02-18,drugs,95.524925
תפ_25624-03-22,תפ_41242-02-17,weapon,92.15519
תפ_42118-11-23,תפ_46939-09-23,weapon,96.53572
תפ_16020-10-22,תפ_46939-09-23,weapon,96.94227
תפ_1589-02-16,תפ_27780-05-15,weapon,93.37342
תפ_44540-10-20,תפ_59045-12-20,drugs,94.067795
תפ_18957-11-20,תפ_70111-03-23,weapon,92.55108
תפ_1338-12-20,תפ_4719-02-23,drugs,91.1297
תפ_10108-11-21,תפ_63473-06-19,drugs,95.647675
תפ_23992-11-21,תפ_44157-08-16,weapon,92.48491
תפ_25624-03-22,תפ_61820-08-21,weapon,92.5954
תפ_41832-08-24,תפ_59464-09-23,weapon,92.74327
תפ_23659-04-22,תפ_44415-01-17,drugs,93.49537
תפ_37850-05-17,תפ_46173-08-15,drugs,93.77577
תפ_52223-10-23,תפ_61299-12-19,weapon,93.217545
תפ_35227-05-17,תפ_72146-11-20,weapon,91.7238
תפ_52390-06-19,תפ_7053-03-21,weapon,94.0305
תפ_16541-01-21,תפ_44157-08-16,weapon,94.5887
תפ_12028-05-22,תפ_63355-02-23,weapon,95.36268
תפ_35473-12-21,תפ_63155-05-23,weapon,95.509346
תפ_17707-04-14,תפ_4795-12-17,weapon,89.8391
תפ_17410-08-13,תפ_54543-06-21,drugs,93.2574
תפ_36328-09-15,תפ_42223-07-16,weapon,92.52536
תפ_20216-02-22,תפ_64581-08-23,weapon,94.14501
תפ_32339-12-19,תפ_40536-10-20,weapon,93.058784
תפ_10171-06-22,תפ_51199-04-23,weapon,92.90806
תפ_15263-09-18,תפ_65302-03-22,drugs,93.978424
תפ_43941-10-14,תפ_54826-08-16,drugs,95.24298
תפ_16540-08-21,תפ_21355-08-18,drugs,92.43688
תפ_69941-03-23,תפ_70373-03-23,weapon,97.691795
תפ_1631-01-22,תפ_29772-11-13,weapon,95.64113
תפ_30678-02-22,תפ_32817-12-14,drugs,95.483475
תפ_20482-10-16,תפ_38574-12-18,drugs,87.69783
תפ_30538-02-19,תפ_51778-06-24,drugs,90.16125
תפ_58774-07-22,תפח_15217-03-19,weapon,93.492256
תפ_19019-10-16,תפ_65070-08-21,weapon,92.46225
תפ_30433-06-22,תפ_31249-06-14,weapon,92.29194
תפ_10300-06-20,תפ_17707-04-14,weapon,95.00818
תפ_20770-11-22,תפ_44620-01-22,weapon,94.22783
תפ_1106-03-18,תפ_4102-11-20,weapon,93.5513
תפ_3013-04-18,תפ_7774-03-23,weapon,91.855
תפ_52390-06-19,תפ_57965-03-15,weapon,92.426765
תפ_1294-04-22,תפ_22971-02-22,weapon,92.274574
תפ_56900-11-18,תפ_66542-05-20,weapon,95.317604
תפ_12035-06-20,תפ_19384-05-16,weapon,91.12482
תפ_6852-03-21,תפח_2690-09-19,weapon,88.92054
תפ_12035-06-20,תפ_1294-04-22,weapon,89.91372
תפ_1118-10-18,תפ_27929-03-19,weapon,92.794
תפ_37104-06-22,תפ_59422-07-14,weapon,91.864914
תפ_35488-11-23,תפ_37966-04-23,weapon,92.493225
תפ_35227-05-17,תפ_42697-05-18,weapon,93.25945
תפ_49401-08-15,תפ_59067-03-21,drugs,95.54291
תפ_13632-08-17,תפ_950-09-17,weapon,92.68637
תפ_25624-03-22,תפ_9355-10-19,weapon,94.15906
תפ_35299-09-23,תפ_66306-03-19,drugs,85.47667
תפ_36287-01-22,תפ_6415-10-23,weapon,93.58413
תפ_34027-04-18,תפ_58524-11-19,weapon,83.52702
תפ_28246-06-21,תפ_5013-12,weapon,91.566185
תפ_18094-06-24,תפ_59614-09-23,weapon,96.632195
תפ_32775-09-23,תפ_73275-01-23,weapon,94.24323
תפ_54460-03-21,תפ_61106-05-20,weapon,92.232574
תפ_23872-02-19,תפ_35431-03-21,weapon,92.70259
תפ_36422-07-13,תפ_37551-01-16,drugs,91.42862
תפ_45228-07-16,תפ_45971-11-13,weapon,93.69384
תפ_1631-01-22,תפ_61452-12-22,weapon,94.57493
תפ_17776-11-21,תפ_51209-04-23,weapon,91.522446
תפ_14578-04-19,תפ_45480-02-19,drugs,98.0329
תפ_3686-01-16,תפ_58626-07-22,weapon,92.98243
תפ_13481-02-13,תפ_23749-12-19,weapon,94.07503
תפ_12469-10-16,תפ_56624-12-19,drugs,94.67398
תפ_41242-02-17,תפ_53669-03-22,weapon,91.25901
תפ_40922-11-15,תפ_4795-12-17,weapon,88.73437
תפ_49734-12-22,תפ_57965-03-15,weapon,91.52417
תפ_35488-11-23,תפ_61118-07-23,weapon,92.91951
תפ_7053-03-21,תפ_7089-03-21,weapon,96.90423
תפ_33835-10-15,תפ_48352-05-15,drugs,96.91368
תפ_17856-06-17,תפ_4795-12-17,weapon,90.13169
תפ_18210-05-23,תפ_61118-07-23,weapon,93.58127
תפ_62279-07-22,תפח_47805-04-13,weapon,91.86771
תפ_32956-11-20,תפ_3818-01-24,drugs,88.60916
תפ_28844-03-22,תפ_48176-01-22,weapon,91.81424
תפ_11104-07-19,תפ_39345-03-20,weapon,90.58075
תפ_16779-09-22,תפ_45456-12-21,weapon,92.4797
תפח_26637-09-13,תפח_34398-05-11,weapon,91.52661
תפ_10300-06-20,תפ_44840-06-16,weapon,92.71923
תפ_23537-02-14,תפ_50809-07-17,weapon,93.76736
תפ_34526-06-18,תפח_53698-03-17,weapon,93.62294
תפ_27625-02-21,תפ_32907-12-20,weapon,95.308464
תפ_14373-03-22,תפ_9115-10-16,weapon,91.89534
תפ_18484-07-23,תפ_36287-01-22,weapon,93.19222
תפ_31419-11-20,תפ_52567-05-23,drugs,97.06015
תפ_21296-11-14,תפ_36698-12-18,weapon,93.507675
תפ_13632-08-17,תפ_43338-05-16,weapon,94.01862
תפ_32174-07-20,תפ_69278-05-18,drugs,96.5501
תפ_18689-01-17,תפ_41967-08-17,weapon,92.96183
תפ_11104-07-19,תפ_23648-12-19,weapon,93.27314
תפ_52000-02-15,תפ_7735-04-19,weapon,89.62867
תפ_61452-02-16,תפ_70111-03-23,weapon,93.61985
תפ_21355-08-18,תפ_26032-04-14,drugs,90.19112
תפ_11739-03-21,תפ_38366-02-17,drugs,94.273994
תפ_10689-10-17,תפ_7027-07-19,drugs,85.944786
תפ_39808-05-23,תפ_8188-06-23,weapon,93.7861
תפ_18327-09-22,תפ_26552-06-23,weapon,95.57704
תפ_20477-02-20,תפ_42991-05-16,weapon,92.61033
תפ_26702-01-23,תפ_51506-01-22,weapon,93.45171
תפ_36505-12-20,תפ_7053-03-21,weapon,93.15137
תפ_16753-02-22,תפ_17057-08-20,weapon,93.80746
תפ_4353-02-23,תפ_8684-06-16,weapon,92.55926
תפ_16540-08-21,תפ_30197-04-17,drugs,94.07369
תפ_19759-07-21,תפ_6968-02-22,weapon,94.69589
תפ_27330-02-19,תפ_46108-06-20,weapon,93.66776
תפ_16760-09-22,תפ_39808-05-23,weapon,91.091255
תפ_24044-06-22,תפ_54460-03-21,weapon,91.32779
תפ_4435-11-17,תפ_51797-01-21,drugs,87.35094
תפ_1136-11-21,תפ_65630-05-23,weapon,87.886406
תפ_1410-03-24,תפ_6415-10-23,weapon,91.60675
תפ_63355-02-23,תפ_73275-01-23,weapon,95.35765
תפ_13632-08-17,תפ_61158-05-20,weapon,94.493355
תפ_12028-05-22,תפ_34669-01-23,weapon,93.86963
