v1,v2,domain,cit_type,d_lo,d_hi
תפ_30310-09-23,תפ_44877-06-13,drugs,2hop,15.0,24.0
תפ_21605-07-13,תפ_53219-03-14,drugs,"1hop,cocite",6.0,6.0
תפ_27475-05-21,תפ_9369-01-13,drugs,cocite,3.0,8.0
תפ_17021-03-13,תפ_50105-10-12,drugs,cocite,28.0,52.0
תפ_21605-07-13,תפ_4730-11-21,drugs,cocite,21.0,36.0
תפ_429-03-17,תפ_57425-01-22,drugs,cocite,6.0,2.0
תפ_48974-11-20,תפ_64418-09-16,drugs,2hop,4.0,0.0
תפ_46735-02-20,תפ_54072-05-16,drugs,cocite,12.0,12.0
תפ_24154-01-12,תפ_6749-09-22,drugs,cocite,24.0,48.0
תפ_1788-06-17,תפ_7027-07-19,drugs,cocite,18.0,32.0
תפ_41276-06-17,תפ_46074-01-24,weapon,"2hop,cocite",22.0,18.0
תפ_1463-04-19,תפ_58591-08-18,drugs,cocite,36.0,62.0
תפ_50105-10-12,תפ_737-10-13,drugs,cocite,24.0,18.0
תפ_51123-01-12,תפ_59602-07-15,drugs,"1hop,cocite",0.0,4.0
תפ_44666-10-18,תפ_68700-11-18,drugs,cocite,5.0,10.0
תפ_20638-04-22,תפ_68700-11-18,drugs,cocite,17.0,27.0
תפ_18163-03-15,תפ_25835-05-18,drugs,cocite,2.0,2.0
תפ_48479-07-22,תפ_7154-12-16,drugs,cocite,2.0,6.0
תפ_51515-06-23,תפ_6322-04-16,drugs,2hop,18.0,6.0
תפ_22679-09-16,תפ_327-04-17,drugs,cocite,56.0,76.0
תפ_43983-05-19,תפ_5775-02-18,drugs,cocite,12.0,18.0
תפ_37850-05-17,תפ_9369-01-13,drugs,cocite,9.0,26.0
תפ_49845-03-24,תפ_52355-03-22,weapon,1hop,5.0,6.0
תפ_17410-08-13,תפ_33230-07-13,drugs,1hop,9.0,3.0
תפ_26357-10-15,תפ_34053-04-18,drugs,cocite,10.0,22.0
תפ_1463-04-19,תפ_44336-03-19,drugs,cocite,36.0,38.0
תפ_11592-05-19,תפ_19408-11-14,drugs,cocite,2.0,18.0
תפ_45996-07-21,תפ_70374-11-20,drugs,"1hop,cocite",0.0,6.0
תפ_16389-10-13,תפ_23282-05-17,drugs,cocite,2.0,8.0
תפ_47874-04-19,תפ_57912-07-14,drugs,cocite,6.0,18.0
תפ_39308-05-15,תפ_8988-11-22,drugs,cocite,18.0,30.0
תפ_15927-07-23,תפ_43983-05-19,drugs,cocite,2.0,12.0
תפ_15927-07-23,תפ_33024-01-18,drugs,cocite,8.0,18.0
תפ_34974-01-12,תפ_49244-01-22,drugs,cocite,0.0,0.0
תפ_68700-11-18,תפ_8843-02-15,drugs,"1hop,cocite",18.0,24.0
תפ_2047-08-15,תפ_22981-12-22,drugs,cocite,8.0,8.0
תפ_43982-06-17,תפ_52145-01-20,drugs,cocite,12.0,18.0
תפ_26357-10-15,תפ_39491-09-17,drugs,cocite,9.0,12.0
תפ_3618-03-23,תפ_69278-05-18,drugs,cocite,9.0,24.0
תפ_34792-10-18,תפ_39299-11-18,drugs,cocite,36.0,54.0
תפ_20414-08-12,תפ_39424-11-22,drugs,cocite,2.0,6.0
תפ_33125-01-14,תפ_44015-11-21,drugs,"1hop,2hop",6.0,6.0
תפ_27103-01-18,תפ_43982-06-17,drugs,cocite,9.0,12.0
תפ_16015-05-21,תפ_35202-10-15,drugs,cocite,12.0,18.0
תפ_26620-12-16,תפ_42653-08-23,drugs,cocite,4.0,12.0
תפ_16389-10-13,תפ_53219-03-14,drugs,cocite,6.0,0.0
תפ_1463-04-19,תפ_46173-08-15,drugs,cocite,6.0,8.0
תפ_45644-11-22,תפ_52781-10-18,drugs,cocite,11.0,24.0
תפ_31579-08-23,תפ_73367-01-19,drugs,cocite,1.0,1.0
תפ_1057-05-15,תפ_42879-09-21,drugs,cocite,11.0,24.0
תפ_40639-10-17,תפ_56059-07-17,drugs,1hop,3.0,1.0
תפ_12699-03-18,תפ_41189-09-15,drugs,cocite,19.0,36.0
תפ_21605-07-13,תפ_29216-07-16,drugs,cocite,12.0,18.0
תפ_19005-11-20,תפ_37764-03-21,drugs,"1hop,cocite",2.0,2.0
תפ_54340-08-19,תפ_76327-07-19,drugs,"1hop,cocite",9.0,8.0
תפ_26357-10-15,תפ_42164-10-19,drugs,cocite,2.0,4.0
תפ_35274-02-19,תפ_45199-01-22,drugs,"2hop,cocite",13.0,20.0
תפ_45644-11-22,תפ_50860-02-20,drugs,cocite,16.0,22.0
תפ_39019-05-15,תפ_49374-04-14,drugs,2hop,7.0,12.0
תפ_18320-05-19,תפ_58237-07-21,drugs,cocite,1.0,6.0
תפ_1788-06-17,תפ_49625-04-17,drugs,cocite,24.0,42.0
תפ_39308-05-15,תפ_41783-12-17,drugs,cocite,3.0,6.0
תפ_45433-09-17,תפ_6681-09-21,drugs,cocite,12.0,42.0
תפ_23454-02-17,תפ_2599-09-17,drugs,cocite,36.0,74.0
תפ_32308-03-24,תפ_7735-04-19,weapon,"1hop,cocite",12.0,4.0
תפ_26928-08-19,תפ_68700-11-18,drugs,cocite,14.0,10.0
תפ_13236-03-18,תפ_3618-03-23,drugs,cocite,3.0,12.0
תפ_22679-09-16,תפ_57341-02-23,drugs,cocite,48.0,66.0
תפ_1108-05-15,תפ_39034-01-18,drugs,cocite,8.0,4.0
תפ_4658-07-22,תפ_7867-04-22,drugs,cocite,3.0,3.0
תפ_1197-11-21,תפ_63696-02-18,drugs,cocite,0.0,4.0
תפ_13236-03-18,תפ_62794-11-21,drugs,cocite,0.0,0.0
תפ_56691-03-21,תפ_7086-04-23,drugs,cocite,7.0,3.0
תפ_14944-08-18,תפ_44336-03-19,drugs,"1hop,cocite",24.0,12.0
תפ_25537-07-24,תפ_49055-02-18,drugs,cocite,3.0,4.0
תפ_27103-01-18,תפ_73367-01-19,drugs,cocite,3.0,6.0
תפ_33240-05-23,תפ_43884-01-23,drugs,1hop,7.0,9.0
תפ_58591-08-18,תפ_69612-01-23,drugs,cocite,12.0,24.0
תפ_33475-10-17,תפ_6659-02-21,drugs,cocite,6.0,12.0
תפ_23416-08-24,תפ_4475-11-18,weapon,"2hop,cocite",36.0,42.0
תפ_32041-03-21,תפ_37764-03-21,drugs,cocite,18.0,30.0
תפ_1094-05-15,תפ_1106-03-18,weapon,cocite,25.0,34.0
תפ_1788-06-17,תפ_26620-12-16,drugs,cocite,24.0,42.0
תפ_41783-12-17,תפ_45433-09-17,drugs,cocite,15.0,12.0
תפ_52145-01-20,תפ_737-10-13,drugs,cocite,54.0,72.0
תפ_5496-11-20,תפ_7154-12-16,drugs,cocite,7.0,15.0
תפ_17822-05-15,תפ_36827-11-15,drugs,cocite,6.0,18.0
תפ_30197-04-17,תפ_8988-11-22,drugs,cocite,22.0,34.0
תפ_59971-01-17,תפ_7154-12-16,drugs,cocite,18.0,18.0
תפ_1463-04-19,תפ_21605-07-13,drugs,"2hop,cocite",6.0,8.0
תפ_27103-01-18,תפ_737-10-13,drugs,cocite,51.0,66.0
תפ_429-03-17,תפ_6659-02-21,drugs,cocite,15.0,12.0
תפ_16015-05-21,תפ_30678-02-22,drugs,cocite,10.0,22.0
תפ_16389-10-13,תפ_17415-10-21,drugs,cocite,3.0,12.0
תפ_36543-01-14,תפ_42956-04-22,drugs,cocite,15.0,24.0
תפ_13236-03-18,תפ_40063-03-18,drugs,cocite,6.0,12.0
תפ_27735-02-21,תפ_5726-02-16,drugs,cocite,6.0,12.0
תפ_31962-08-23,תפ_56739-09-20,weapon,2hop,16.0,16.0
תפ_1463-04-19,תפ_7027-07-19,drugs,cocite,24.0,40.0
תפ_27103-01-18,תפ_9380-03-21,drugs,cocite,2.0,4.0
תפ_18510-10-14,תפ_19408-11-14,drugs,"1hop,cocite",4.0,0.0
תפ_13236-03-18,תפ_809-09-18,drugs,cocite,12.0,6.0
תפ_37495-01-20,תפ_70401-02-19,drugs,cocite,10.0,8.0
תפ_43875-08-17,תפ_5649-09-21,drugs,cocite,36.0,62.0
תפ_16015-05-21,תפ_33439-01-21,drugs,cocite,4.0,4.0
תפ_26357-10-15,תפ_47941-06-15,drugs,cocite,15.0,24.0
תפ_25835-05-18,תפ_26620-12-16,drugs,cocite,22.0,42.0
תפ_23282-05-17,תפ_46735-02-20,drugs,cocite,10.0,16.0
תפ_33658-01-18,תפ_38531-11-18,drugs,cocite,12.0,6.0
תפ_47941-06-15,תפ_57912-07-14,drugs,cocite,3.0,0.0
תפ_21605-07-13,תפ_27475-05-21,drugs,cocite,0.0,0.0
תפ_40055-03-18,תפ_41783-12-17,drugs,cocite,6.0,12.0
תפ_10316-06-13,תפ_52417-01-13,drugs,cocite,0.0,0.0
תפ_10150-06-13,תפ_35568-01-23,drugs,cocite,14.0,9.0
תפ_33024-01-18,תפ_54487-02-16,drugs,2hop,16.0,28.0
תפ_45156-04-15,תפ_48281-08-18,drugs,cocite,30.0,47.0
תפ_27295-12-17,תפ_43875-08-17,drugs,cocite,6.0,8.0
תפ_47466-10-18,תפ_49293-04-21,drugs,cocite,7.0,18.0
תפ_40239-09-17,תפ_5496-11-20,drugs,cocite,37.0,81.0
תפ_327-04-17,תפ_43084-09-20,drugs,cocite,14.0,22.0
תפ_44877-06-13,תפ_70374-11-20,drugs,cocite,24.0,30.0
תפ_41189-09-15,תפ_4911-12-16,drugs,cocite,5.0,4.0
תפ_1108-05-15,תפ_37551-01-16,drugs,cocite,6.0,20.0
תפ_1463-04-19,תפ_39589-07-13,drugs,2hop,7.0,8.0
תפ_21162-10-19,תפ_45644-11-22,drugs,cocite,8.0,12.0
תפ_26928-08-19,תפ_74036-12-19,drugs,"2hop,cocite",6.0,30.0
תפ_29216-07-16,תפ_39491-09-17,drugs,cocite,9.0,12.0
תפ_59329-02-18,תפ_60394-12-12,drugs,cocite,10.0,15.0
תפ_20513-06-20,תפ_43875-08-17,drugs,cocite,25.0,35.0
תפ_1108-05-15,תפ_36831-09-13,drugs,cocite,6.0,15.0
תפ_22021-09-22,תפ_40639-10-17,drugs,cocite,12.0,15.0
תפ_59329-02-18,תפ_69865-03-18,drugs,cocite,0.0,1.0
תפ_26792-04-16,תפ_41189-09-15,drugs,cocite,31.0,48.0
תפ_24278-11-22,תפ_26792-04-16,drugs,cocite,26.0,30.0
תפ_20197-01-22,תפ_8066-09-21,drugs,cocite,2.0,2.0
תפ_15927-07-23,תפ_809-09-18,drugs,cocite,8.0,12.0
תפ_21605-07-13,תפ_42164-10-19,drugs,cocite,14.0,22.0
תפ_37764-03-21,תפ_67473-10-21,drugs,cocite,15.0,30.0
תפ_41339-06-20,תפ_69612-01-23,drugs,cocite,15.0,36.0
תפ_56421-08-23,תפ_56739-09-20,weapon,2hop,0.0,0.0
תפ_1187-04-22,תפ_27735-02-21,drugs,cocite,1.0,2.0
תפ_16760-09-22,תפ_34982-07-23,weapon,cocite,9.0,16.0
תפ_26620-12-16,תפ_29216-07-16,drugs,cocite,12.0,24.0
תפ_14488-04-19,תפ_54327-08-20,drugs,"2hop,cocite",7.0,16.0
תפ_47941-06-15,תפ_59971-01-17,drugs,cocite,27.0,36.0
תפ_27683-01-21,תפ_7926-08-19,drugs,cocite,8.0,4.0
תפ_29159-08-22,תפ_7994-06-21,drugs,"1hop,2hop,cocite",10.0,12.0
תפ_1463-04-19,תפ_25835-05-18,drugs,cocite,8.0,8.0
תפ_23577-02-19,תפ_29504-09-13,drugs,2hop,9.0,14.0
תפ_37764-03-21,תפ_57341-02-23,drugs,cocite,5.0,12.0
תפ_40639-10-17,תפ_64711-01-19,drugs,2hop,4.0,9.0
תפ_37551-01-16,תפ_44336-03-19,drugs,cocite,12.0,12.0
תפ_12158-04-23,תפ_12699-03-18,drugs,cocite,4.0,0.0
תפ_30197-04-17,תפ_33475-10-17,drugs,cocite,1.0,4.0
תפ_57425-01-22,תפ_60914-01-14,drugs,cocite,24.0,42.0
תפ_31425-08-20,תפ_69865-03-18,drugs,cocite,24.0,64.0
תפ_18320-05-19,תפ_44843-01-19,drugs,cocite,6.0,2.0
תפ_1136-11-21,תפ_57425-01-22,drugs,cocite,11.0,10.0
תפ_20997-02-24,תפ_54852-03-21,weapon,"1hop,cocite",1.0,0.0
תפ_1057-05-15,תפ_43875-08-17,drugs,cocite,18.0,32.0
תפ_23062-12-21,תפ_59811-06-20,drugs,cocite,7.0,24.0
תפ_27475-05-21,תפ_50777-11-23,drugs,cocite,6.0,6.0
תפ_42879-09-21,תפ_59971-01-17,drugs,cocite,23.0,30.0
תפ_21162-10-19,תפ_26357-10-15,drugs,cocite,6.0,12.0
תפ_21291-04-23,תפ_66982-09-16,drugs,cocite,33.0,61.0
תפ_19902-12-16,תפ_22679-09-16,drugs,"2hop,cocite",12.0,12.0
תפ_23454-02-17,תפ_37551-01-16,drugs,cocite,24.0,50.0
תפ_14313-09-19,תפ_31925-05-20,drugs,cocite,6.0,6.0
תפ_33658-01-18,תפ_42164-10-19,drugs,cocite,14.0,16.0
תפ_16540-08-21,תפ_21605-07-13,drugs,cocite,42.0,66.0
תפ_327-04-17,תפ_47304-02-18,drugs,cocite,2.0,4.0
תפ_43982-06-17,תפ_69865-03-18,drugs,cocite,18.0,28.0
תפ_12158-04-23,תפ_39568-06-21,drugs,cocite,12.0,24.0
תפ_31234-07-19,תפ_57409-11-18,drugs,cocite,2.0,4.0
תפ_36831-09-13,תפ_60394-12-12,drugs,cocite,14.0,31.0
תפ_22715-06-17,תפ_48224-08-18,drugs,cocite,1.0,0.0
תפ_36831-09-13,תפ_69865-03-18,drugs,cocite,24.0,47.0
תפ_1136-11-21,תפ_30538-02-19,drugs,cocite,17.0,6.0
תפ_57341-02-23,תפ_58167-11-10,drugs,cocite,17.0,21.0
תפ_12791-05-20,תפ_46074-01-24,weapon,"1hop,2hop,cocite",10.0,0.0
תפ_28157-02-23,תפ_67029-11-18,drugs,cocite,0.0,1.0
תפ_26685-11-18,תפ_33024-01-18,drugs,cocite,24.0,40.0
תפ_66306-03-19,תפ_6681-09-21,drugs,cocite,26.0,48.0
תפ_46896-11-15,תפ_52567-05-23,drugs,cocite,11.0,6.0
תפ_33697-12-18,תפ_60295-03-22,drugs,cocite,40.0,44.0
תפ_12241-08-20,תפ_34561-01-23,drugs,cocite,13.0,20.0
תפ_12699-03-18,תפ_25934-06-19,drugs,cocite,8.0,8.0
תפ_39308-05-15,תפ_49875-05-23,drugs,cocite,0.0,0.0
תפ_32494-01-21,תפ_63029-12-20,drugs,"1hop,cocite",3.0,2.0
עפ_6029-03,תפ_39308-05-15,drugs,"1hop,cocite",2.0,4.0
תפ_27593-03-13,תפ_52165-12-17,drugs,cocite,6.0,24.0
תפ_35326-09-23,תפ_70111-03-23,weapon,cocite,10.0,15.0
תפ_20638-04-22,תפ_52785-01-20,drugs,cocite,3.0,7.0
תפ_33475-10-17,תפ_43983-05-19,drugs,cocite,9.0,18.0
תפ_1294-04-22,תפ_67437-05-24,weapon,"2hop,cocite",8.0,12.0
תפ_34974-01-12,תפ_35202-10-15,drugs,cocite,22.0,36.0
תפ_50860-02-20,תפ_7154-12-16,drugs,cocite,12.0,16.0
תפ_18421-04-22,תפ_34669-01-23,weapon,cocite,36.0,44.0
תפ_55496-07-13,תפ_5775-02-18,drugs,cocite,27.0,45.0
תפ_12130-05-22,תפ_42956-04-22,drugs,cocite,6.0,12.0
תפ_59970-03-19,תפ_7420-05-19,drugs,2hop,1.0,4.0
תפ_33658-01-18,תפ_48224-08-18,drugs,cocite,3.0,0.0
תפ_24239-05-17,תפ_42712-02-12,drugs,cocite,29.0,64.0
תפ_49405-04-24,תפ_67437-05-24,weapon,"1hop,cocite",4.0,8.0
תפ_40063-03-18,תפ_50079-03-13,drugs,cocite,42.0,72.0
תפ_13177-04-21,תפ_35326-09-23,weapon,"1hop,cocite",41.0,50.0
תפ_13935-05-24,תפ_60914-01-14,drugs,cocite,12.0,16.0
תפ_33439-01-21,תפ_46735-02-20,drugs,cocite,2.0,4.0
תפ_3256-16,תפ_44336-03-19,drugs,cocite,24.0,12.0
תפ_1197-11-21,תפ_809-09-18,drugs,cocite,16.0,18.0
תפ_39214-12-15,תפ_48152-02-20,drugs,cocite,6.0,12.0
תפ_13519-11-23,תפ_18510-10-14,drugs,2hop,5.0,6.0
תפ_34787-05-20,תפ_69612-01-23,drugs,"1hop,2hop,cocite",2.0,0.0
תפ_41933-08-22,תפ_45644-11-22,drugs,cocite,6.0,12.0
תפ_16595-03-21,תפ_73863-01-19,drugs,cocite,9.0,9.0
תפ_28157-02-23,תפ_54487-02-16,drugs,2hop,2.0,4.0
תפ_44279-06-21,תפ_6681-09-21,drugs,cocite,28.0,52.0
תפ_40055-03-18,תפ_40639-10-17,drugs,"2hop,cocite",9.0,15.0
תפ_42712-02-12,תפ_57341-02-23,drugs,cocite,18.0,48.0
תפ_25146-11-12,תפ_59329-02-18,drugs,cocite,24.0,39.0
תפ_12708-04-14,תפ_34752-02-21,drugs,cocite,9.0,16.0
תפ_43752-01-19,תפ_53615-01-19,weapon,cocite,0.0,12.0
תפ_4001-11-12,תפ_7342-04-19,drugs,1hop,0.0,1.0
תפ_32895-05-22,תפ_43983-05-19,drugs,cocite,12.0,24.0
תפ_1788-06-17,תפ_33024-01-18,drugs,cocite,18.0,30.0
תפ_11608-07-16,תפ_1463-04-19,drugs,1hop,24.0,32.0
תפ_18163-03-15,תפ_39491-09-17,drugs,cocite,3.0,8.0
תפ_46221-08-23,תפ_73652-01-18,drugs,1hop,4.0,0.0
תפ_26685-11-18,תפ_53886-06-16,drugs,cocite,6.0,10.0
תפ_3001-08-12,תפ_65260-11-15,drugs,2hop,4.0,18.0
תפ_24278-11-22,תפ_52567-05-23,drugs,cocite,19.0,12.0
תפ_34771-07-20,תפ_54026-01-20,drugs,cocite,6.0,6.0
תפ_32895-05-22,תפ_47304-02-18,drugs,cocite,6.0,12.0
תפ_1463-04-19,תפ_5726-02-16,drugs,cocite,18.0,26.0
תפ_53127-06-16,תפ_8988-11-22,drugs,cocite,24.0,38.0
תפ_21322-10-19,תפ_67029-11-18,drugs,cocite,2.0,2.0
תפ_30039-04-20,תפ_58944-08-21,drugs,"1hop,2hop,cocite",12.0,22.0
תפ_44279-06-21,תפ_65292-07-23,drugs,cocite,1.0,2.0
תפ_20538-11-17,תפ_37764-03-21,drugs,cocite,5.0,12.0
תפ_48152-02-20,תפ_49932-08-21,drugs,cocite,1.0,0.0
תפ_39299-11-18,תפ_50105-10-12,drugs,cocite,0.0,12.0
תפ_36831-09-13,תפ_40055-03-18,drugs,cocite,9.0,25.0
תפ_21806-01-19,תפ_37551-01-16,drugs,2hop,18.0,48.0
תפ_34974-01-12,תפ_60295-03-22,drugs,cocite,34.0,42.0
תפ_12158-04-23,תפ_66306-03-19,drugs,cocite,10.0,24.0
תפ_24278-11-22,תפ_5726-02-16,drugs,cocite,8.0,6.0
תפ_1463-04-19,תפ_52567-05-23,drugs,cocite,29.0,32.0
תפ_28315-05-23,תפ_45012-03-20,drugs,cocite,13.0,18.0
תפ_33024-01-18,תפ_55496-07-13,drugs,cocite,21.0,33.0
תפ_16752-10-20,תפ_58852-03-21,weapon,cocite,7.0,10.0
תפ_40321-10-23,תפ_4459-03-24,weapon,"1hop,cocite",4.0,6.0
תפ_42653-08-23,תפ_52417-01-13,drugs,cocite,20.0,24.0
תפ_13935-05-24,תפ_58167-11-10,drugs,cocite,11.0,9.0
תפ_23454-02-17,תפ_54487-02-16,drugs,"2hop,cocite",8.0,10.0
תפ_21291-04-23,תפ_429-03-17,drugs,cocite,6.0,18.0
תפ_371-10-15,תפ_42223-07-16,weapon,cocite,84.0,132.0
תפ_50860-02-20,תפ_58944-08-21,drugs,cocite,8.0,10.0
תפ_22642-11-23,תפ_31270-05-24,weapon,"1hop,cocite",18.0,32.0
תפ_1057-05-15,תפ_23454-02-17,drugs,cocite,18.0,32.0
תפ_32494-01-21,תפ_33495-01-21,drugs,cocite,3.0,2.0
תפ_21280-11-18,תפ_27475-05-21,drugs,cocite,2.0,0.0
תפ_25146-11-12,תפ_44336-03-19,drugs,cocite,12.0,0.0
תפ_21291-04-23,תפ_28157-02-23,drugs,cocite,30.0,50.0
עפ_6029-03,תפ_7430-02-18,drugs,2hop,3.0,0.0
תפ_30003-03-22,תפ_57912-07-14,drugs,cocite,24.0,48.0
תפ_16389-10-13,תפ_38176-10-14,drugs,cocite,30.0,60.0
תפ_59541-10-18,תפ_9763-11-19,drugs,cocite,3.0,6.0
תפ_46967-02-21,תפ_63696-02-18,drugs,cocite,28.0,40.0
תפ_27475-05-21,תפ_33658-01-18,drugs,cocite,0.0,6.0
תפ_15963-02-13,תפ_53373-04-13,drugs,cocite,2.0,6.0
תפ_12158-04-23,תפ_809-09-18,drugs,cocite,4.0,6.0
תפ_22679-09-16,תפ_46896-11-15,drugs,cocite,48.0,66.0
תפ_11220-12-18,תפ_46735-02-20,drugs,cocite,6.0,24.0
תפ_44336-03-19,תפ_55496-07-13,drugs,cocite,33.0,33.0
תפ_5391-02-20,תפ_60914-01-14,drugs,cocite,24.0,46.0
תפ_63696-02-18,תפ_69278-05-18,drugs,cocite,10.0,28.0
תפ_58167-11-10,תפ_737-10-13,drugs,cocite,59.0,75.0
תפ_20538-11-17,תפ_38176-10-14,drugs,cocite,18.0,36.0
תפ_11370-07-16,תפ_1491-03-23,drugs,cocite,9.0,10.0
תפ_11090-07-23,תפ_64232-11-22,drugs,cocite,17.0,25.0
תפ_35202-10-15,תפ_46735-02-20,drugs,cocite,10.0,18.0
תפ_17021-03-13,תפ_50860-02-20,drugs,cocite,8.0,6.0
תפ_38735-11-23,תפ_51149-02-22,drugs,"1hop,cocite",3.0,6.0
תפ_13935-05-24,תפ_22021-09-22,drugs,cocite,6.0,6.0
תפ_52567-05-23,תפ_54176-01-13,drugs,cocite,1.0,18.0
תפ_43875-08-17,תפ_60295-03-22,drugs,cocite,40.0,50.0
תפ_17415-10-21,תפ_42974-11-12,drugs,cocite,1.0,6.0
תפ_24156-11-12,תפ_33835-10-15,drugs,2hop,10.0,0.0
תפ_3618-03-23,תפ_5726-02-16,drugs,cocite,9.0,12.0
תפ_20484-05-16,תפ_49055-02-18,drugs,cocite,8.0,9.0
תפ_11446-09-21,תפ_45195-11-20,drugs,"1hop,2hop,cocite",10.0,6.0
תפ_2599-09-17,תפ_44843-01-19,drugs,cocite,36.0,74.0
תפ_21280-11-18,תפ_24154-01-12,drugs,cocite,28.0,54.0
תפ_44015-11-21,תפ_59329-02-18,drugs,cocite,0.0,3.0
תפ_17410-08-13,תפ_39201-05-18,drugs,1hop,3.0,8.0
תפ_15457-09-18,תפ_22140-04-18,drugs,cocite,28.0,36.0
תפ_1491-03-23,תפ_19827-06-15,drugs,cocite,0.0,2.0
תפ_14611-12-21,תפ_53948-11-14,drugs,2hop,0.0,0.0
תפ_30538-02-19,תפ_6681-09-21,drugs,cocite,18.0,18.0
תפ_43875-08-17,תפ_55496-07-13,drugs,cocite,3.0,5.0
תפ_22679-09-16,תפ_40892-01-24,drugs,cocite,46.0,60.0
תפ_20414-08-12,תפ_35299-09-23,drugs,cocite,6.0,10.0
תפ_20484-05-16,תפ_33697-12-18,drugs,cocite,0.0,7.0
תפ_22679-09-16,תפ_39214-12-15,drugs,cocite,51.0,72.0
תפ_44336-03-19,תפ_60914-01-14,drugs,cocite,36.0,40.0
תפ_1463-04-19,תפ_40892-01-24,drugs,cocite,20.0,32.0
תפ_1788-06-17,תפ_30678-02-22,drugs,cocite,0.0,4.0
תפ_19827-06-15,תפ_44877-06-13,drugs,cocite,17.0,26.0
תפ_34706-09-19,תפ_4460-04-18,drugs,1hop,5.0,16.0
תפ_1197-11-21,תפ_59009-05-21,drugs,cocite,1.0,0.0
תפ_23613-02-22,תפ_57939-01-21,drugs,cocite,0.0,0.0
תפ_40567-08-16,תפ_48224-08-18,drugs,cocite,1.0,0.0
תפ_27255-08-16,תפ_52781-10-18,drugs,cocite,5.0,12.0
תפ_44015-11-21,תפ_57031-01-14,drugs,cocite,3.0,3.0
תפ_49591-09-23,תפ_57283-05-21,weapon,cocite,30.0,54.0
תפ_10150-06-13,תפ_3667-07-15,drugs,cocite,30.0,35.0
תפ_39850-07-16,תפ_8008-07-19,weapon,cocite,6.0,10.0
תפ_18163-03-15,תפ_21605-07-13,drugs,cocite,0.0,2.0
תפ_2275-06-17,תפ_44427-10-18,drugs,cocite,6.0,12.0
תפ_34752-02-21,תפ_40055-03-18,drugs,cocite,6.0,6.0
תפ_48224-08-18,תפ_56691-03-21,drugs,2hop,2.0,3.0
תפ_20414-08-12,תפ_41783-12-17,drugs,cocite,1.0,0.0
תפ_43982-06-17,תפ_64232-11-22,drugs,cocite,17.0,29.0
תפ_13598-05-23,תפ_49034-02-19,drugs,2hop,0.0,14.0
תפ_40440-10-12,תפ_46700-07-22,drugs,2hop,12.0,24.0
תפ_19691-03-18,תפ_52330-08-18,drugs,cocite,0.0,3.0
תפ_21605-07-13,תפ_54036-06-19,drugs,cocite,4.0,18.0
תפ_14578-04-19,תפ_47627-07-15,drugs,cocite,2.0,2.0
תפ_31579-08-23,תפ_58944-08-21,drugs,cocite,1.0,7.0
תפ_24278-11-22,תפ_305-12-12,drugs,cocite,6.0,18.0
תפ_26357-10-15,תפ_32174-07-20,drugs,cocite,6.0,0.0
תפ_25922-06-24,תפ_42697-05-18,weapon,"2hop,cocite",12.0,24.0
תפ_41783-12-17,תפ_59117-03-21,drugs,cocite,3.0,6.0
תפ_11406-06-20,תפ_48152-02-20,drugs,1hop,4.0,6.0
תפ_14488-04-19,תפ_58944-08-21,drugs,"1hop,2hop,cocite",9.0,16.0
תפ_43875-08-17,תפ_51810-03-15,drugs,cocite,3.0,2.0
תפ_33835-10-15,תפ_38149-09-17,drugs,cocite,3.0,6.0
תפ_1136-11-21,תפ_6749-09-22,drugs,cocite,23.0,36.0
תפ_20414-08-12,תפ_65292-07-23,drugs,cocite,1.0,4.0
תפ_20538-11-17,תפ_31628-07-15,drugs,cocite,15.0,24.0
תפ_6749-09-22,תפ_73367-01-19,drugs,cocite,6.0,6.0
תפ_19985-04-14,תפ_23443-04-21,drugs,cocite,16.0,15.0
תפ_327-04-17,תפ_42879-09-21,drugs,cocite,3.0,8.0
תפ_57912-07-14,תפ_809-09-18,drugs,cocite,18.0,30.0
תפ_3618-03-23,תפ_39568-06-21,drugs,cocite,1.0,0.0
תפ_12699-03-18,תפ_5775-02-18,drugs,cocite,6.0,12.0
תפ_43525-01-21,תפ_46735-02-20,drugs,cocite,8.0,6.0
תפ_10150-06-13,תפ_39568-06-21,drugs,cocite,8.0,9.0
תפ_21806-01-19,תפ_2482-05-20,drugs,cocite,0.0,6.0
תפ_12130-05-22,תפ_60914-01-14,drugs,cocite,14.0,22.0
תפ_17415-10-21,תפ_50105-10-12,drugs,cocite,27.0,48.0
תפ_21666-04-17,תפ_39034-01-18,drugs,cocite,0.0,12.0
תפ_1788-06-17,תפ_21605-07-13,drugs,cocite,0.0,0.0
תפ_26928-08-19,תפ_53805-09-16,drugs,cocite,10.0,18.0
תפ_35074-05-17,תפ_46735-02-20,drugs,cocite,12.0,12.0
תפ_52882-04-15,תפ_5391-02-20,drugs,cocite,6.0,16.0
תפ_49293-04-21,תפ_802-12-22,drugs,cocite,3.0,12.0
תפ_21291-04-23,תפ_26792-04-16,drugs,cocite,0.0,6.0
תפ_5649-09-21,תפ_58237-07-21,drugs,cocite,29.0,54.0
תפ_20638-04-22,תפ_37495-01-20,drugs,"1hop,2hop,cocite",3.0,1.0
תפ_13935-05-24,תפ_22679-09-16,drugs,cocite,54.0,78.0
תפ_14786-03-20,תפ_27683-01-21,drugs,cocite,8.0,0.0
